,param_name,biome,criteria,rank,variable,measure
339,nstem,Subtropical desert,TAUX_iav_Subtropical desert,5,TAUX,iav
340,tpu25ratio,Temperate rain forest,TAUX_mean_Temperate rain forest,1,TAUX,mean
341,z0mr,Temperate rain forest,TAUX_mean_Temperate rain forest,2,TAUX,mean
342,nstem,Temperate rain forest,TAUX_mean_Temperate rain forest,3,TAUX,mean
343,jmaxb1,Temperate rain forest,TAUX_mean_Temperate rain forest,4,TAUX,mean
344,tpuha,Temperate rain forest,TAUX_mean_Temperate rain forest,5,TAUX,mean
345,tpu25ratio,Temperate rain forest,TAUX_iav_Temperate rain forest,1,TAUX,iav
346,tpuha,Temperate rain forest,TAUX_iav_Temperate rain forest,2,TAUX,iav
347,jmaxb1,Temperate rain forest,TAUX_iav_Temperate rain forest,3,TAUX,iav
348,lmrha,Temperate rain forest,TAUX_iav_Temperate rain forest,4,TAUX,iav
349,jmaxb0,Temperate rain forest,TAUX_iav_Temperate rain forest,5,TAUX,iav
350,z0mr,Temperate seasonal forest,TAUX_mean_Temperate seasonal forest,1,TAUX,mean
351,nstem,Temperate seasonal forest,TAUX_mean_Temperate seasonal forest,2,TAUX,mean
352,tpu25ratio,Temperate seasonal forest,TAUX_mean_Temperate seasonal forest,3,TAUX,mean
353,jmaxb1,Temperate seasonal forest,TAUX_mean_Temperate seasonal forest,4,TAUX,mean
354,jmaxb0,Temperate seasonal forest,TAUX_mean_Temperate seasonal forest,5,TAUX,mean
355,z0mr,Temperate seasonal forest,TAUX_iav_Temperate seasonal forest,1,TAUX,iav
356,nstem,Temperate seasonal forest,TAUX_iav_Temperate seasonal forest,2,TAUX,iav
357,medlynintercept,Temperate seasonal forest,TAUX_iav_Temperate seasonal forest,3,TAUX,iav
358,jmaxb0,Temperate seasonal forest,TAUX_iav_Temperate seasonal forest,4,TAUX,iav
359,leafcn,Temperate seasonal forest,TAUX_iav_Temperate seasonal forest,5,TAUX,iav
360,z0mr,Woodland/shrubland,TAUX_mean_Woodland/shrubland,1,TAUX,mean
361,nstem,Woodland/shrubland,TAUX_mean_Woodland/shrubland,2,TAUX,mean
362,zsno,Woodland/shrubland,TAUX_mean_Woodland/shrubland,3,TAUX,mean
363,medlynintercept,Woodland/shrubland,TAUX_mean_Woodland/shrubland,4,TAUX,mean
364,medlynslope,Woodland/shrubland,TAUX_mean_Woodland/shrubland,5,TAUX,mean
365,z0mr,Woodland/shrubland,TAUX_iav_Woodland/shrubland,1,TAUX,iav
366,nstem,Woodland/shrubland,TAUX_iav_Woodland/shrubland,2,TAUX,iav
367,FUN_fracfixers,Woodland/shrubland,TAUX_iav_Woodland/shrubland,3,TAUX,iav
368,jmaxb1,Woodland/shrubland,TAUX_iav_Woodland/shrubland,4,TAUX,iav
369,jmaxb0,Woodland/shrubland,TAUX_iav_Woodland/shrubland,5,TAUX,iav
370,zsno,Temperate grassland/desert,TAUX_mean_Temperate grassland/desert,1,TAUX,mean
371,zlnd,Temperate grassland/desert,TAUX_mean_Temperate grassland/desert,2,TAUX,mean
372,z0mr,Temperate grassland/desert,TAUX_mean_Temperate grassland/desert,3,TAUX,mean
373,nstem,Temperate grassland/desert,TAUX_mean_Temperate grassland/desert,4,TAUX,mean
374,medlynintercept,Temperate grassland/desert,TAUX_mean_Temperate grassland/desert,5,TAUX,mean
375,z0mr,Temperate grassland/desert,TAUX_iav_Temperate grassland/desert,1,TAUX,iav
376,nstem,Temperate grassland/desert,TAUX_iav_Temperate grassland/desert,2,TAUX,iav
377,fff,Temperate grassland/desert,TAUX_iav_Temperate grassland/desert,3,TAUX,iav
378,zsno,Temperate grassland/desert,TAUX_iav_Temperate grassland/desert,4,TAUX,iav
379,medlynintercept,Temperate grassland/desert,TAUX_iav_Temperate grassland/desert,5,TAUX,iav
380,nstem,Boreal forest,TAUX_mean_Boreal forest,1,TAUX,mean
381,z0mr,Boreal forest,TAUX_mean_Boreal forest,2,TAUX,mean
382,tpu25ratio,Boreal forest,TAUX_mean_Boreal forest,3,TAUX,mean
383,jmaxb1,Boreal forest,TAUX_mean_Boreal forest,4,TAUX,mean
384,lmrha,Boreal forest,TAUX_mean_Boreal forest,5,TAUX,mean
385,zsno,Boreal forest,TAUX_iav_Boreal forest,1,TAUX,iav
386,z0mr,Boreal forest,TAUX_iav_Boreal forest,2,TAUX,iav
387,nstem,Boreal forest,TAUX_iav_Boreal forest,3,TAUX,iav
388,tpu25ratio,Boreal forest,TAUX_iav_Boreal forest,4,TAUX,iav
389,jmaxb1,Boreal forest,TAUX_iav_Boreal forest,5,TAUX,iav
390,zsno,Tundra,TAUX_mean_Tundra,1,TAUX,mean
391,nstem,Tundra,TAUX_mean_Tundra,2,TAUX,mean
392,z0mr,Tundra,TAUX_mean_Tundra,3,TAUX,mean
393,tpu25ratio,Tundra,TAUX_mean_Tundra,4,TAUX,mean
394,zetamaxstable,Tundra,TAUX_mean_Tundra,5,TAUX,mean
395,zsno,Tundra,TAUX_iav_Tundra,1,TAUX,iav
396,zetamaxstable,Tundra,TAUX_iav_Tundra,2,TAUX,iav
397,nstem,Tundra,TAUX_iav_Tundra,3,TAUX,iav
398,z0mr,Tundra,TAUX_iav_Tundra,4,TAUX,iav
399,fff,Tundra,TAUX_iav_Tundra,5,TAUX,iav
400,zsno,Ice sheet,TAUY_mean_Ice sheet,1,TAUY,mean
401,zetamaxstable,Ice sheet,TAUY_mean_Ice sheet,2,TAUY,mean
402,zlnd,Ice sheet,TAUY_mean_Ice sheet,3,TAUY,mean
403,snw_rds_refrz,Ice sheet,TAUY_mean_Ice sheet,4,TAUY,mean
404,xdrdt,Ice sheet,TAUY_mean_Ice sheet,5,TAUY,mean
405,zsno,Ice sheet,TAUY_iav_Ice sheet,1,TAUY,iav
406,zetamaxstable,Ice sheet,TAUY_iav_Ice sheet,2,TAUY,iav
407,zlnd,Ice sheet,TAUY_iav_Ice sheet,3,TAUY,iav
408,snw_rds_refrz,Ice sheet,TAUY_iav_Ice sheet,4,TAUY,iav
409,xdrdt,Ice sheet,TAUY_iav_Ice sheet,5,TAUY,iav
410,z0mr,Tropical rain forest,TAUY_mean_Tropical rain forest,1,TAUY,mean
411,nstem,Tropical rain forest,TAUY_mean_Tropical rain forest,2,TAUY,mean
412,maximum_leaf_wetted_fraction,Tropical rain forest,TAUY_mean_Tropical rain forest,3,TAUY,mean
413,medlynintercept,Tropical rain forest,TAUY_mean_Tropical rain forest,4,TAUY,mean
414,liq_canopy_storage_scalar,Tropical rain forest,TAUY_mean_Tropical rain forest,5,TAUY,mean
415,z0mr,Tropical rain forest,TAUY_iav_Tropical rain forest,1,TAUY,iav
416,nstem,Tropical rain forest,TAUY_iav_Tropical rain forest,2,TAUY,iav
417,kmax,Tropical rain forest,TAUY_iav_Tropical rain forest,3,TAUY,iav
418,medlynintercept,Tropical rain forest,TAUY_iav_Tropical rain forest,4,TAUY,iav
419,medlynslope,Tropical rain forest,TAUY_iav_Tropical rain forest,5,TAUY,iav
420,z0mr,Tropical seasonal forest/savanna,TAUY_mean_Tropical seasonal forest/savanna,1,TAUY,mean
421,nstem,Tropical seasonal forest/savanna,TAUY_mean_Tropical seasonal forest/savanna,2,TAUY,mean
422,medlynintercept,Tropical seasonal forest/savanna,TAUY_mean_Tropical seasonal forest/savanna,3,TAUY,mean
423,medlynslope,Tropical seasonal forest/savanna,TAUY_mean_Tropical seasonal forest/savanna,4,TAUY,mean
424,liq_canopy_storage_scalar,Tropical seasonal forest/savanna,TAUY_mean_Tropical seasonal forest/savanna,5,TAUY,mean
425,z0mr,Tropical seasonal forest/savanna,TAUY_iav_Tropical seasonal forest/savanna,1,TAUY,iav
426,nstem,Tropical seasonal forest/savanna,TAUY_iav_Tropical seasonal forest/savanna,2,TAUY,iav
427,medlynslope,Tropical seasonal forest/savanna,TAUY_iav_Tropical seasonal forest/savanna,3,TAUY,iav
428,medlynintercept,Tropical seasonal forest/savanna,TAUY_iav_Tropical seasonal forest/savanna,4,TAUY,iav
429,liq_canopy_storage_scalar,Tropical seasonal forest/savanna,TAUY_iav_Tropical seasonal forest/savanna,5,TAUY,iav
430,zlnd,Subtropical desert,TAUY_mean_Subtropical desert,1,TAUY,mean
431,z0mr,Subtropical desert,TAUY_mean_Subtropical desert,2,TAUY,mean
432,d_max,Subtropical desert,TAUY_mean_Subtropical desert,3,TAUY,mean
433,medlynintercept,Subtropical desert,TAUY_mean_Subtropical desert,4,TAUY,mean
434,zetamaxstable,Subtropical desert,TAUY_mean_Subtropical desert,5,TAUY,mean
435,z0mr,Subtropical desert,TAUY_iav_Subtropical desert,1,TAUY,iav
436,zlnd,Subtropical desert,TAUY_iav_Subtropical desert,2,TAUY,iav
437,medlynslope,Subtropical desert,TAUY_iav_Subtropical desert,3,TAUY,iav
438,medlynintercept,Subtropical desert,TAUY_iav_Subtropical desert,4,TAUY,iav
439,nstem,Subtropical desert,TAUY_iav_Subtropical desert,5,TAUY,iav
440,tpu25ratio,Temperate rain forest,TAUY_mean_Temperate rain forest,1,TAUY,mean
441,z0mr,Temperate rain forest,TAUY_mean_Temperate rain forest,2,TAUY,mean
442,nstem,Temperate rain forest,TAUY_mean_Temperate rain forest,3,TAUY,mean
443,jmaxb1,Temperate rain forest,TAUY_mean_Temperate rain forest,4,TAUY,mean
444,tpuha,Temperate rain forest,TAUY_mean_Temperate rain forest,5,TAUY,mean
445,tpu25ratio,Temperate rain forest,TAUY_iav_Temperate rain forest,1,TAUY,iav
446,tpuha,Temperate rain forest,TAUY_iav_Temperate rain forest,2,TAUY,iav
447,jmaxb1,Temperate rain forest,TAUY_iav_Temperate rain forest,3,TAUY,iav
448,lmrha,Temperate rain forest,TAUY_iav_Temperate rain forest,4,TAUY,iav
449,jmaxb0,Temperate rain forest,TAUY_iav_Temperate rain forest,5,TAUY,iav
450,z0mr,Temperate seasonal forest,TAUY_mean_Temperate seasonal forest,1,TAUY,mean
451,nstem,Temperate seasonal forest,TAUY_mean_Temperate seasonal forest,2,TAUY,mean
452,tpu25ratio,Temperate seasonal forest,TAUY_mean_Temperate seasonal forest,3,TAUY,mean
453,jmaxb1,Temperate seasonal forest,TAUY_mean_Temperate seasonal forest,4,TAUY,mean
454,jmaxb0,Temperate seasonal forest,TAUY_mean_Temperate seasonal forest,5,TAUY,mean
455,z0mr,Temperate seasonal forest,TAUY_iav_Temperate seasonal forest,1,TAUY,iav
456,nstem,Temperate seasonal forest,TAUY_iav_Temperate seasonal forest,2,TAUY,iav
457,medlynintercept,Temperate seasonal forest,TAUY_iav_Temperate seasonal forest,3,TAUY,iav
458,jmaxb0,Temperate seasonal forest,TAUY_iav_Temperate seasonal forest,4,TAUY,iav
459,leafcn,Temperate seasonal forest,TAUY_iav_Temperate seasonal forest,5,TAUY,iav
460,z0mr,Woodland/shrubland,TAUY_mean_Woodland/shrubland,1,TAUY,mean
461,nstem,Woodland/shrubland,TAUY_mean_Woodland/shrubland,2,TAUY,mean
462,zsno,Woodland/shrubland,TAUY_mean_Woodland/shrubland,3,TAUY,mean
463,medlynintercept,Woodland/shrubland,TAUY_mean_Woodland/shrubland,4,TAUY,mean
464,medlynslope,Woodland/shrubland,TAUY_mean_Woodland/shrubland,5,TAUY,mean
465,z0mr,Woodland/shrubland,TAUY_iav_Woodland/shrubland,1,TAUY,iav
466,nstem,Woodland/shrubland,TAUY_iav_Woodland/shrubland,2,TAUY,iav
467,FUN_fracfixers,Woodland/shrubland,TAUY_iav_Woodland/shrubland,3,TAUY,iav
468,jmaxb1,Woodland/shrubland,TAUY_iav_Woodland/shrubland,4,TAUY,iav
469,jmaxb0,Woodland/shrubland,TAUY_iav_Woodland/shrubland,5,TAUY,iav
470,zsno,Temperate grassland/desert,TAUY_mean_Temperate grassland/desert,1,TAUY,mean
471,zlnd,Temperate grassland/desert,TAUY_mean_Temperate grassland/desert,2,TAUY,mean
472,z0mr,Temperate grassland/desert,TAUY_mean_Temperate grassland/desert,3,TAUY,mean
473,nstem,Temperate grassland/desert,TAUY_mean_Temperate grassland/desert,4,TAUY,mean
474,medlynintercept,Temperate grassland/desert,TAUY_mean_Temperate grassland/desert,5,TAUY,mean
475,z0mr,Temperate grassland/desert,TAUY_iav_Temperate grassland/desert,1,TAUY,iav
476,nstem,Temperate grassland/desert,TAUY_iav_Temperate grassland/desert,2,TAUY,iav
477,fff,Temperate grassland/desert,TAUY_iav_Temperate grassland/desert,3,TAUY,iav
478,zsno,Temperate grassland/desert,TAUY_iav_Temperate grassland/desert,4,TAUY,iav
479,medlynintercept,Temperate grassland/desert,TAUY_iav_Temperate grassland/desert,5,TAUY,iav
480,nstem,Boreal forest,TAUY_mean_Boreal forest,1,TAUY,mean
481,z0mr,Boreal forest,TAUY_mean_Boreal forest,2,TAUY,mean
482,tpu25ratio,Boreal forest,TAUY_mean_Boreal forest,3,TAUY,mean
483,jmaxb1,Boreal forest,TAUY_mean_Boreal forest,4,TAUY,mean
484,lmrha,Boreal forest,TAUY_mean_Boreal forest,5,TAUY,mean
485,zsno,Boreal forest,TAUY_iav_Boreal forest,1,TAUY,iav
486,z0mr,Boreal forest,TAUY_iav_Boreal forest,2,TAUY,iav
487,nstem,Boreal forest,TAUY_iav_Boreal forest,3,TAUY,iav
488,tpu25ratio,Boreal forest,TAUY_iav_Boreal forest,4,TAUY,iav
489,jmaxb1,Boreal forest,TAUY_iav_Boreal forest,5,TAUY,iav
490,zsno,Tundra,TAUY_mean_Tundra,1,TAUY,mean
491,nstem,Tundra,TAUY_mean_Tundra,2,TAUY,mean
492,z0mr,Tundra,TAUY_mean_Tundra,3,TAUY,mean
493,tpu25ratio,Tundra,TAUY_mean_Tundra,4,TAUY,mean
494,zetamaxstable,Tundra,TAUY_mean_Tundra,5,TAUY,mean
495,zsno,Tundra,TAUY_iav_Tundra,1,TAUY,iav
496,zetamaxstable,Tundra,TAUY_iav_Tundra,2,TAUY,iav
497,nstem,Tundra,TAUY_iav_Tundra,3,TAUY,iav
498,z0mr,Tundra,TAUY_iav_Tundra,4,TAUY,iav
499,fff,Tundra,TAUY_iav_Tundra,5,TAUY,iav
500,zetamaxstable,Ice sheet,FIRE_mean_Ice sheet,1,FIRE,mean
501,zsno,Ice sheet,FIRE_mean_Ice sheet,2,FIRE,mean
502,xdrdt,Ice sheet,FIRE_mean_Ice sheet,3,FIRE,mean
503,snw_rds_refrz,Ice sheet,FIRE_mean_Ice sheet,4,FIRE,mean
504,upplim_destruct_metamorph,Ice sheet,FIRE_mean_Ice sheet,5,FIRE,mean
505,zetamaxstable,Ice sheet,FIRE_iav_Ice sheet,1,FIRE,iav
506,zsno,Ice sheet,FIRE_iav_Ice sheet,2,FIRE,iav
507,upplim_destruct_metamorph,Ice sheet,FIRE_iav_Ice sheet,3,FIRE,iav
508,snw_rds_refrz,Ice sheet,FIRE_iav_Ice sheet,4,FIRE,iav
509,rho_max,Ice sheet,FIRE_iav_Ice sheet,5,FIRE,iav
510,kmax,Tropical rain forest,FIRE_mean_Tropical rain forest,1,FIRE,mean
511,maximum_leaf_wetted_fraction,Tropical rain forest,FIRE_mean_Tropical rain forest,2,FIRE,mean
512,liq_canopy_storage_scalar,Tropical rain forest,FIRE_mean_Tropical rain forest,3,FIRE,mean
513,cv,Tropical rain forest,FIRE_mean_Tropical rain forest,4,FIRE,mean
514,psi50,Tropical rain forest,FIRE_mean_Tropical rain forest,5,FIRE,mean
515,maximum_leaf_wetted_fraction,Tropical rain forest,FIRE_iav_Tropical rain forest,1,FIRE,iav
516,kmax,Tropical rain forest,FIRE_iav_Tropical rain forest,2,FIRE,iav
517,fff,Tropical rain forest,FIRE_iav_Tropical rain forest,3,FIRE,iav
518,cv,Tropical rain forest,FIRE_iav_Tropical rain forest,4,FIRE,iav
519,medlynslope,Tropical rain forest,FIRE_iav_Tropical rain forest,5,FIRE,iav
520,fff,Tropical seasonal forest/savanna,FIRE_mean_Tropical seasonal forest/savanna,1,FIRE,mean
521,kmax,Tropical seasonal forest/savanna,FIRE_mean_Tropical seasonal forest/savanna,2,FIRE,mean
522,frac_sat_soil_dsl_init,Tropical seasonal forest/savanna,FIRE_mean_Tropical seasonal forest/savanna,3,FIRE,mean
523,krmax,Tropical seasonal forest/savanna,FIRE_mean_Tropical seasonal forest/savanna,4,FIRE,mean
524,maximum_leaf_wetted_fraction,Tropical seasonal forest/savanna,FIRE_mean_Tropical seasonal forest/savanna,5,FIRE,mean
525,wc2wjb0,Tropical seasonal forest/savanna,FIRE_iav_Tropical seasonal forest/savanna,1,FIRE,iav
526,jmaxb0,Tropical seasonal forest/savanna,FIRE_iav_Tropical seasonal forest/savanna,2,FIRE,iav
527,FUN_fracfixers,Tropical seasonal forest/savanna,FIRE_iav_Tropical seasonal forest/savanna,3,FIRE,iav
528,sand_pf,Tropical seasonal forest/savanna,FIRE_iav_Tropical seasonal forest/savanna,4,FIRE,iav
529,jmaxb1,Tropical seasonal forest/savanna,FIRE_iav_Tropical seasonal forest/savanna,5,FIRE,iav
530,zlnd,Subtropical desert,FIRE_mean_Subtropical desert,1,FIRE,mean
531,sand_pf,Subtropical desert,FIRE_mean_Subtropical desert,2,FIRE,mean
532,clay_pf,Subtropical desert,FIRE_mean_Subtropical desert,3,FIRE,mean
533,zetamaxstable,Subtropical desert,FIRE_mean_Subtropical desert,4,FIRE,mean
534,fff,Subtropical desert,FIRE_mean_Subtropical desert,5,FIRE,mean
535,sand_pf,Subtropical desert,FIRE_iav_Subtropical desert,1,FIRE,iav
536,d_max,Subtropical desert,FIRE_iav_Subtropical desert,2,FIRE,iav
537,frac_sat_soil_dsl_init,Subtropical desert,FIRE_iav_Subtropical desert,3,FIRE,iav
538,vcmaxse_sf,Subtropical desert,FIRE_iav_Subtropical desert,4,FIRE,iav
539,wc2wjb0,Subtropical desert,FIRE_iav_Subtropical desert,5,FIRE,iav
540,tpu25ratio,Temperate rain forest,FIRE_mean_Temperate rain forest,1,FIRE,mean
541,maximum_leaf_wetted_fraction,Temperate rain forest,FIRE_mean_Temperate rain forest,2,FIRE,mean
542,jmaxb1,Temperate rain forest,FIRE_mean_Temperate rain forest,3,FIRE,mean
543,tpuha,Temperate rain forest,FIRE_mean_Temperate rain forest,4,FIRE,mean
544,jmaxb0,Temperate rain forest,FIRE_mean_Temperate rain forest,5,FIRE,mean
545,zetamaxstable,Temperate rain forest,FIRE_iav_Temperate rain forest,1,FIRE,iav
546,zsno,Temperate rain forest,FIRE_iav_Temperate rain forest,2,FIRE,iav
547,medlynintercept,Temperate rain forest,FIRE_iav_Temperate rain forest,3,FIRE,iav
548,frac_sat_soil_dsl_init,Temperate rain forest,FIRE_iav_Temperate rain forest,4,FIRE,iav
549,upplim_destruct_metamorph,Temperate rain forest,FIRE_iav_Temperate rain forest,5,FIRE,iav
550,jmaxb1,Temperate seasonal forest,FIRE_mean_Temperate seasonal forest,1,FIRE,mean
551,kmax,Temperate seasonal forest,FIRE_mean_Temperate seasonal forest,2,FIRE,mean
552,jmaxb0,Temperate seasonal forest,FIRE_mean_Temperate seasonal forest,3,FIRE,mean
553,tpu25ratio,Temperate seasonal forest,FIRE_mean_Temperate seasonal forest,4,FIRE,mean
554,leafcn,Temperate seasonal forest,FIRE_mean_Temperate seasonal forest,5,FIRE,mean
555,clay_pf,Temperate seasonal forest,FIRE_iav_Temperate seasonal forest,1,FIRE,iav
556,medlynslope,Temperate seasonal forest,FIRE_iav_Temperate seasonal forest,2,FIRE,iav
557,tpu25ratio,Temperate seasonal forest,FIRE_iav_Temperate seasonal forest,3,FIRE,iav
558,medlynintercept,Temperate seasonal forest,FIRE_iav_Temperate seasonal forest,4,FIRE,iav
559,fff,Temperate seasonal forest,FIRE_iav_Temperate seasonal forest,5,FIRE,iav
560,fff,Woodland/shrubland,FIRE_mean_Woodland/shrubland,1,FIRE,mean
561,jmaxb1,Woodland/shrubland,FIRE_mean_Woodland/shrubland,2,FIRE,mean
562,FUN_fracfixers,Woodland/shrubland,FIRE_mean_Woodland/shrubland,3,FIRE,mean
563,tpu25ratio,Woodland/shrubland,FIRE_mean_Woodland/shrubland,4,FIRE,mean
564,lmrha,Woodland/shrubland,FIRE_mean_Woodland/shrubland,5,FIRE,mean
565,jmaxb1,Woodland/shrubland,FIRE_iav_Woodland/shrubland,1,FIRE,iav
566,kmax,Woodland/shrubland,FIRE_iav_Woodland/shrubland,2,FIRE,iav
567,liq_canopy_storage_scalar,Woodland/shrubland,FIRE_iav_Woodland/shrubland,3,FIRE,iav
568,krmax,Woodland/shrubland,FIRE_iav_Woodland/shrubland,4,FIRE,iav
569,theta_cj,Woodland/shrubland,FIRE_iav_Woodland/shrubland,5,FIRE,iav
570,zsno,Temperate grassland/desert,FIRE_mean_Temperate grassland/desert,1,FIRE,mean
571,sand_pf,Temperate grassland/desert,FIRE_mean_Temperate grassland/desert,2,FIRE,mean
572,clay_pf,Temperate grassland/desert,FIRE_mean_Temperate grassland/desert,3,FIRE,mean
573,zlnd,Temperate grassland/desert,FIRE_mean_Temperate grassland/desert,4,FIRE,mean
574,fff,Temperate grassland/desert,FIRE_mean_Temperate grassland/desert,5,FIRE,mean
575,FUN_fracfixers,Temperate grassland/desert,FIRE_iav_Temperate grassland/desert,1,FIRE,iav
576,leafcn,Temperate grassland/desert,FIRE_iav_Temperate grassland/desert,2,FIRE,iav
577,tpu25ratio,Temperate grassland/desert,FIRE_iav_Temperate grassland/desert,3,FIRE,iav
578,d_max,Temperate grassland/desert,FIRE_iav_Temperate grassland/desert,4,FIRE,iav
579,lmr_intercept_atkin,Temperate grassland/desert,FIRE_iav_Temperate grassland/desert,5,FIRE,iav
580,zetamaxstable,Boreal forest,FIRE_mean_Boreal forest,1,FIRE,mean
581,jmaxb1,Boreal forest,FIRE_mean_Boreal forest,2,FIRE,mean
582,jmaxb0,Boreal forest,FIRE_mean_Boreal forest,3,FIRE,mean
583,tpu25ratio,Boreal forest,FIRE_mean_Boreal forest,4,FIRE,mean
584,kmax,Boreal forest,FIRE_mean_Boreal forest,5,FIRE,mean
585,medlynslope,Boreal forest,FIRE_iav_Boreal forest,1,FIRE,iav
586,krmax,Boreal forest,FIRE_iav_Boreal forest,2,FIRE,iav
587,kmax,Boreal forest,FIRE_iav_Boreal forest,3,FIRE,iav
588,frac_sat_soil_dsl_init,Boreal forest,FIRE_iav_Boreal forest,4,FIRE,iav
589,clay_pf,Boreal forest,FIRE_iav_Boreal forest,5,FIRE,iav
590,zetamaxstable,Tundra,FIRE_mean_Tundra,1,FIRE,mean
591,zsno,Tundra,FIRE_mean_Tundra,2,FIRE,mean
592,nstem,Tundra,FIRE_mean_Tundra,3,FIRE,mean
593,cv,Tundra,FIRE_mean_Tundra,4,FIRE,mean
594,medlynslope,Tundra,FIRE_mean_Tundra,5,FIRE,mean
595,zetamaxstable,Tundra,FIRE_iav_Tundra,1,FIRE,iav
596,zsno,Tundra,FIRE_iav_Tundra,2,FIRE,iav
597,jmaxb0,Tundra,FIRE_iav_Tundra,3,FIRE,iav
598,accum_factor,Tundra,FIRE_iav_Tundra,4,FIRE,iav
599,medlynslope,Tundra,FIRE_iav_Tundra,5,FIRE,iav
600,snw_rds_refrz,Ice sheet,albedo_allSW_mean_Ice sheet,1,albedo_allSW,mean
601,xdrdt,Ice sheet,albedo_allSW_mean_Ice sheet,2,albedo_allSW,mean
602,zsno,Ice sheet,albedo_allSW_mean_Ice sheet,3,albedo_allSW,mean
603,zetamaxstable,Ice sheet,albedo_allSW_mean_Ice sheet,4,albedo_allSW,mean
604,upplim_destruct_metamorph,Ice sheet,albedo_allSW_mean_Ice sheet,5,albedo_allSW,mean
605,snw_rds_refrz,Ice sheet,albedo_allSW_iav_Ice sheet,1,albedo_allSW,iav
606,zsno,Ice sheet,albedo_allSW_iav_Ice sheet,2,albedo_allSW,iav
607,xdrdt,Ice sheet,albedo_allSW_iav_Ice sheet,3,albedo_allSW,iav
608,upplim_destruct_metamorph,Ice sheet,albedo_allSW_iav_Ice sheet,4,albedo_allSW,iav
609,zetamaxstable,Ice sheet,albedo_allSW_iav_Ice sheet,5,albedo_allSW,iav
610,taulnir,Tropical rain forest,albedo_allSW_mean_Tropical rain forest,1,albedo_allSW,mean
611,rholnir,Tropical rain forest,albedo_allSW_mean_Tropical rain forest,2,albedo_allSW,mean
612,rholvis,Tropical rain forest,albedo_allSW_mean_Tropical rain forest,3,albedo_allSW,mean
613,xl,Tropical rain forest,albedo_allSW_mean_Tropical rain forest,4,albedo_allSW,mean
614,kmax,Tropical rain forest,albedo_allSW_mean_Tropical rain forest,5,albedo_allSW,mean
615,rhosnir,Tropical rain forest,albedo_allSW_iav_Tropical rain forest,1,albedo_allSW,iav
616,liq_canopy_storage_scalar,Tropical rain forest,albedo_allSW_iav_Tropical rain forest,2,albedo_allSW,iav
617,tausnir,Tropical rain forest,albedo_allSW_iav_Tropical rain forest,3,albedo_allSW,iav
618,medlynintercept,Tropical rain forest,albedo_allSW_iav_Tropical rain forest,4,albedo_allSW,iav
619,medlynslope,Tropical rain forest,albedo_allSW_iav_Tropical rain forest,5,albedo_allSW,iav
620,taulnir,Tropical seasonal forest/savanna,albedo_allSW_mean_Tropical seasonal forest/savanna,1,albedo_allSW,mean
621,rholnir,Tropical seasonal forest/savanna,albedo_allSW_mean_Tropical seasonal forest/savanna,2,albedo_allSW,mean
622,rhosnir,Tropical seasonal forest/savanna,albedo_allSW_mean_Tropical seasonal forest/savanna,3,albedo_allSW,mean
623,rholvis,Tropical seasonal forest/savanna,albedo_allSW_mean_Tropical seasonal forest/savanna,4,albedo_allSW,mean
624,xl,Tropical seasonal forest/savanna,albedo_allSW_mean_Tropical seasonal forest/savanna,5,albedo_allSW,mean
625,medlynslope,Tropical seasonal forest/savanna,albedo_allSW_iav_Tropical seasonal forest/savanna,1,albedo_allSW,iav
626,d_max,Tropical seasonal forest/savanna,albedo_allSW_iav_Tropical seasonal forest/savanna,2,albedo_allSW,iav
627,sand_pf,Tropical seasonal forest/savanna,albedo_allSW_iav_Tropical seasonal forest/savanna,3,albedo_allSW,iav
628,rhosnir,Tropical seasonal forest/savanna,albedo_allSW_iav_Tropical seasonal forest/savanna,4,albedo_allSW,iav
629,frac_sat_soil_dsl_init,Tropical seasonal forest/savanna,albedo_allSW_iav_Tropical seasonal forest/savanna,5,albedo_allSW,iav
630,sand_pf,Subtropical desert,albedo_allSW_mean_Subtropical desert,1,albedo_allSW,mean
631,clay_pf,Subtropical desert,albedo_allSW_mean_Subtropical desert,2,albedo_allSW,mean
632,d_max,Subtropical desert,albedo_allSW_mean_Subtropical desert,3,albedo_allSW,mean
633,rhosnir,Subtropical desert,albedo_allSW_mean_Subtropical desert,4,albedo_allSW,mean
634,taulnir,Subtropical desert,albedo_allSW_mean_Subtropical desert,5,albedo_allSW,mean
635,jmaxb0,Subtropical desert,albedo_allSW_iav_Subtropical desert,1,albedo_allSW,iav
636,rholnir,Subtropical desert,albedo_allSW_iav_Subtropical desert,2,albedo_allSW,iav
637,vcmaxhd,Subtropical desert,albedo_allSW_iav_Subtropical desert,3,albedo_allSW,iav
638,wc2wjb0,Subtropical desert,albedo_allSW_iav_Subtropical desert,4,albedo_allSW,iav
639,kcha,Subtropical desert,albedo_allSW_iav_Subtropical desert,5,albedo_allSW,iav
640,taulnir,Temperate rain forest,albedo_allSW_mean_Temperate rain forest,1,albedo_allSW,mean
641,rholnir,Temperate rain forest,albedo_allSW_mean_Temperate rain forest,2,albedo_allSW,mean
642,tpu25ratio,Temperate rain forest,albedo_allSW_mean_Temperate rain forest,3,albedo_allSW,mean
643,rholvis,Temperate rain forest,albedo_allSW_mean_Temperate rain forest,4,albedo_allSW,mean
644,rhosnir,Temperate rain forest,albedo_allSW_mean_Temperate rain forest,5,albedo_allSW,mean
